"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","age_positive"
1138,1105,"Hustler Lake",77838,"Lead-210",61,26.75,110,-40,52,70,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Bacon command line:
' Bacon(HUSTLER, 
            acc.mean  = 3.02, 
            acc.shape = 0.53,
            mem.strength = 2,
            mem.mean = 0.5,
            thick = 5,
            ask = FALSE,
            suggest = FALSE,
            depths.file = FALSE, 
            hiatus.shape = 0.1,
            hiatus.mean = 0.01,
            hiatus.depths = NA)'

0.75 #d.min
26.75 #d.max
1 #d.by
0 #depths.file
NA #slump
3.02 #acc.mean
0.53 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #hiatus.depths
0.01 #hiatus.mean
0.1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,401,-92.16932,-92.15078,18,1889
14370,9708,"Linsley Pond",105848,"Lead-210",-10,10.75,1100,-10,-8,200,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon setting files:
1 #d.min
230 #d.max
1 #d.by
1 #depths.file
NA #slump
5 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-72.78609,-72.78258,208,1960
14370,9708,"Linsley Pond",105849,"Lead-210",12,21.25,1100,-10,17,200,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon setting files:
1 #d.min
230 #d.max
1 #d.by
1 #depths.file
NA #slump
5 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,9,-72.78609,-72.78258,183,1938
14997,10020,"Round Pond",32065,"Lead-210",-40.9,2,3490,-50,-42.128099782,-39.671900218,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,2.456199564,1990.9
14997,10020,"Round Pond",32066,"Lead-210",-34.1,3,3490,-50,-35.468672334,-32.731327666,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,2.737344668,1984.1
14997,10020,"Round Pond",32067,"Lead-210",-22.3,4,3490,-50,-23.82292239,-20.77707761,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,3.04584478,1972.3
14997,10020,"Round Pond",32068,"Lead-210",-10.6,5,3490,-50,-12.521089028,-8.678910972,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,3.842178056,1960.6
14997,10020,"Round Pond",32069,"Lead-210",2,6,3490,-50,-0.50611589,4.50611589,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,5.01223178,1948
14997,10020,"Round Pond",32070,"Lead-210",19.5,7,3490,-50,16.05129132,22.94870868,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,6.89741736,1930.5
14997,10020,"Round Pond",32071,"Lead-210",37.9,8,3490,-50,32.299281962,43.500718038,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,11.201436076,1912.1
14997,10020,"Round Pond",32072,"Lead-210",78.1,9,3490,-50,68.508545364,87.691454636,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,19.182909272,1871.9
14997,10020,"Round Pond",32073,"Lead-210",98.2,10,3490,-50,65.88975376,130.51024624,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('ROUND',depths.file=TRUE)

Bacon settings: 
0 #d.min
145 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,4,-70.01136,-70.00931,64.62049248,1851.8
14999,10021,"Deep Pond",32086,"Lead-210",-42,6,2520,-50,-42.71712858,-41.28287142,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,1.43425716,1992
14999,10021,"Deep Pond",32087,"Lead-210",-35,10,2520,-50,-35.9388799,-34.0611201,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,1.87775980000001,1985
14999,10021,"Deep Pond",32088,"Lead-210",-24,14,2520,-50,-25.158704428,-22.841295572,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,2.317408856,1974
14999,10021,"Deep Pond",32089,"Lead-210",-9,18,2520,-50,-11.050933626,-6.949066374,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,4.101867252,1959
14999,10021,"Deep Pond",32090,"Lead-210",10,22,2520,-50,5.81675329,14.18324671,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,8.36649342,1940
14999,10021,"Deep Pond",32091,"Lead-210",20,26,2520,-50,14.922894414,25.077105586,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,10.154211172,1930
14999,10021,"Deep Pond",32092,"Lead-210",21,30,2520,-50,14.189081272,27.810918728,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,13.621837456,1929
14999,10021,"Deep Pond",32093,"Lead-210",42,34,2520,-50,32.40366631,51.59633369,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,19.19266738,1908
14999,10021,"Deep Pond",32094,"Lead-210",68,38,2520,-50,57.44883062,78.55116938,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,21.10233876,1882
14999,10021,"Deep Pond",32095,"Lead-210",86,42,2520,-50,72.21045494,99.78954506,"Neotoma","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('DEEPPOND',depths.file=TRUE)

Bacon settings: 
0 #d.min
235 #d.max
1 #d.by
1 #depths.file
NA #slump
10 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,23,-69.99334,-69.99085,27.57909012,1864
